"10002934" "Female" "Asian" 0.6596 "center" 8 19.6695 12.9346 . 43.0395 . 87.6197 83.3058 110.0708 128.6659 46.9808 49.0959 . . . 86.6415 120.2454 128.0096 133.8628 . 25.9634 . 46.8861 . 38.3823 71.1958 65.984 78.0602 15 17 . 18 . 7.5947 7.3769 8.1677 8.125 80 74 . 56 . 41 34 120 21 403 403 . 403 . 403 403 528 403
"10002948" "Male" "White" -0.423 "center" 22 37.3814 51.1213 65.007 85.4628 79.9422 99.6936 120.1877 116.1324 125.165 56.8162 64.4702 86.3631999999999 99.105 106.5843 127.3413 127.8451 131.2715 149.2051 . 39.2321 40.6867 45.5126 47.8595 53.0192 62.4462 73.2359 82.687 17 17 16 18 7.9971 6.629 7.3682 7.6806 8.1067 102 97 84 100 103 110 104 99 114 462 462 448 483 489 502 502 502 528
"10002949" "Male" "Hispanic" -0.488 "center" 10 27.4052 30.2249 . 61.9945 . 72.545 78.6458 93.1869 93.4632 41.1706 52.3705 . 72.1235 . 93.1983 107.4397 107.4199 126.2358 . 27.1696 . 34.876 . 42.5483 44.0008 49.4692 72.8009 15 15 . 15 . 5.7338 6.2355 7.2075 7.2553 75 83 . 73 . 100 80 96 76 403 435 . 435 . 489 470 496 476
"10003000" "Female" "Hispanic" -0.432 "relative" 23 . 38.5271 55.9031 64.7673 69.3261 71.4325 87.5898 106.7482 100.905 . 67.4402 72.1072 85.8784 98.326 105.6365 108.7606 122.8372 126.4684 . 22.2045 23.0593 28.0749 30.643 34.9751 54.6795 48.6471 56.4928 . 16 14 14 5.4816 6.3268 6.6528 7.47 7.3114 . 118 113 103 114 116 104 108 99 . 483 483 476 496 502 496 509 502
"10003048" "Male" "White" . . 30 29.5319 37.8392 . 66.3714 . . . . . 52.5015 64.0988 . 76.2722 . . . . . . 37.8455 . 43.7992 . . . . . 15 14 . 14 . . . . . 76 92 . 100 . . . . . 403 448 . 476 . . . . .
"10003176" "Female" "White" -0.006 "center" 15 38.8829 45.5775 . 74.8847 . 93.2617 . . . 55.0686 56.4735 . 93.1668 . 118.9896 . . . . 34.9451 . 39.6562 . 53.892 . . . 13 15 . 17 . 7.8236 . . . 113 108 . 80 . 117 . . . 476 476 . 448 . 509 . . .
"10003242" "Male" "White" . . 15 . 46.8232 . 63.6571 . 94.0781 109.7099 119.4451 123.1389 . 73.5231 . 108.8994 . 118.643 119.9785 131.8168 133.7746 . 37.4294 . 42.3417 . 44.4842 62.7898 65.974 73.1355 . 15 . 16 . 6.6974 6.1226 6.8713 6.7577 . 102 . 98 . 111 99 105 101 . 470 . 476 . 502 496 509 509
"10003251" "Female" "Hispanic" -0.793 "center" 32 17.7518 28.5631 43.2592 51.1144 62.3632 75.9174 87.5145 72.8043 91.0752 39.6073 52.1473 61.8061 74.1925 81.4615 93.7593 117.527 114.8338 129.9784 . 28.32 23.3655 29.056 41.4066 40.1705 42.0111 60.0729 65.1113 17 15 13 16 4 6.9659 6.9586 7.2574 8.1594 79 75 90 101 98 90 107 92 88 403 403 448 476 476 470 502 489 489
"10003286" "Female" "other" -0.77 "center" 36 31.1598 48.0003 . 67.4197 . 85.4989 107.7453 120.3328 128.9525 63.3435 78.5867 . 98.734 . 119.2965 126.3065 125.2756 129.6953 . 27.531 . 30.065 . 58.0117 64.1772 67.3251 72.6539 6 17 . 18 . 6.8681 7.3272 8.2177 8.3847 81 111 . 85 . 103 107 92 98 403 470 . 448 . 489 502 489 502
"10003385" "Female" "White" -0.528 "relative" 26 22.0456 41.1628 . 67.9527 . 71.624 80.329 74.1094 86.9771 40.5479 64.7132 . 86.323 . 107.0373 117.2134 122.4044 138.0918 . 32.0398 . 33.651 . 37.9189 48.8102 66.9601 77.5882 15 15 . 15 . 7.7019 7.0774 8.1193 7.2107 105 121 . 97 . 124 112 83 102 448 489 . 470 . 516 509 476 509
