"id","Sex","Race","SES","PreK","District_Poverty","Math_0","Math_0.5","Math_1","Math_1.5","Math_2","Math_2.5","Math_3.5","Math_4.5","Math_5.5","Reading_0","Reading_0.5","Reading_1","Reading_1.5","Reading_2","Reading_2.5","Reading_3.5","Reading_4.5","Reading_5.5","Science_0.5","Science_1","Science_1.5","Science_2","Science_2.5","Science_3.5","Science_4.5","Science_5.5","DCCS_0","DCCS_0.5","DCCS_1","DCCS_1.5","DCCS_2","DCCS_2.5","DCCS_3.5","DCCS_4.5","DCCS_5.5","Numbers_Reversed_0","Numbers_Reversed_0.5","Numbers_Reversed_1","Numbers_Reversed_1.5","Numbers_Reversed_2","Numbers_Reversed_2.5","Numbers_Reversed_3.5","Numbers_Reversed_4.5","Numbers_Reversed_5.5","Numbers_Reversed_(W-ability)_0","Numbers_Reversed_(W-ability)_0.5","Numbers_Reversed_(W-ability)_1","Numbers_Reversed_(W-ability)_1.5","Numbers_Reversed_(W-ability)_2","Numbers_Reversed_(W-ability)_2.5","Numbers_Reversed_(W-ability)_3.5","Numbers_Reversed_(W-ability)_4.5","Numbers_Reversed_(W-ability)_5.5"
"10016929","Female","Black",-1.02,"relative",11,24.361,28.2254,44.7942,53.8107,53.3128,58.01,75.6506,80.1084,88.5043,49.7218,63.171,71.2511,78.8428,82.0665,94.0416,98.4241,112.2953,108.5767,26.7239,28.5345,27.3885,32.2146,31.1827,41.1608,42.8982,44.4284,14,6,14,10,2.625,2,6.1274,8.6469,6.5854,81,98,84,60,94,99,83,102,103,403,448,435,403,470,483,470,502,509
"10016965","Female","White",NA,NA,8,NA,49.9824,52.9271,63.8939,76.1622,94.3036999999999,NA,NA,NA,NA,62.1856,65.0724,83.6329,89.9157,107.0053,NA,NA,NA,46.7287,48.7792,53.892,61.3135,69.5836,NA,NA,NA,NA,18,16,18,7.3381,8.2024,NA,NA,NA,NA,81,79,81,77,72,NA,NA,NA,NA,426,435,448,448,448,NA,NA,NA
"10016975","Female","Black",-0.825,"relative",37,27.1019,49.2952,66.1039,70.9269,68.0658,75.6274,95.5006,102.7413,110.6531,47.0567,64.9691,75.9232,97.3156999999999,102.1012,114.061,124.1987,138.5115,117.7844,24.3452,27.4579,31.7122,35.3118,38.7117,44.842,49.0099,51.009,15,16,16,17,4,6.7438,8.0591,9.0375,8.8242,76,107,98,80,98,106,94,95,101,403,476,470,448,483,496,489,496,509
"10016985","Male","White",0.2218,"center",9,40.0112,65.3978,NA,75.3359,NA,99.3778,111.7802,121.6877,133.2755,63.1331,70.9565,NA,99.877,NA,113.2068,144.0262,128.9065,152.8474,40.3753,NA,51.6337,NA,56.6101,67.3049,76.8526,88.1137,17,16,NA,18,NA,5.2683,6.9694,7.6492,8.7961,104,103,NA,100,NA,103,98,108,99,470,476,NA,483,NA,496,496,516,509
"10017000","Male","White",1.141,"center",10,58.149,68.8385,NA,87.1456999999999,NA,114.8487,129.2157,124.9814,135.4103,58.8164,70.4443,NA,105.2208,NA,121.2033,134.119,134.1609,143.7508,47.6438,NA,67.5099,NA,67.6483,74.5586,77.463,87.8144,18,18,NA,16,NA,6.9468,6.8595,8.361,8.8478,124,108,NA,67,NA,88,92,89,100,496,483,NA,435,NA,476,489,489,509
"10017021","Female","Asian",-0.098,"center",15,24.7446,40.7681,NA,68.8412,NA,74.9911,NA,NA,NA,44.8746,65.1482,NA,89.3967,NA,116.4676,NA,NA,NA,27.905,NA,42.5469,NA,58.3483,NA,NA,NA,16,15,NA,15,NA,7.7755,NA,NA,NA,116,120,NA,113,NA,115,NA,NA,NA,462,483,NA,489,NA,502,NA,NA,NA
"10017142","Female","White",0.6968,"center",NA,38.372,50.7809,NA,72.8867,NA,92.6928,105.2981,124.5412,129.6096,57.1969,73.2487,NA,101.2777,NA,116.6145,117.1946,131.6803,132.9284,40.2843,NA,52.8387,NA,52.3048,49.1835,64.7271,76.1781,16,16,NA,18,NA,5.953,5.8138,7.5154,7.661,123,101,NA,100,NA,102,65,81,101,489,462,NA,476,NA,489,448,476,509
"10017197","Male","White",-0.621,"relative",16,30.4662,41.0349,NA,65.1233,NA,80.7328,105.9585,116.1465,120.2474,45.5712,70.9487,NA,86.0903,NA,111.7859,117.042,137.7901,144.3001,25.4643,NA,40.8185,NA,52.1997,59.0632,63.6955,69.031,9,17,NA,17,NA,6.2422,6.5137,7.6457,8.79119999999999,71,64,NA,63,NA,98,63,103,94,403,403,NA,426,NA,489,448,509,502
"10017262","Male","Asian",NA,NA,21,47.6423,52.4699,71.8478,93.2499,110.3713,108.6523,125.169,129.1376,132.7962,45.5428,56.7356,58.0083,65.5638,75.2044,86.7062,117.6128,131.7693,135.9741,32.5234,40.0207,37.5984,45.0809,50.7411,63.6491,76.1047,80.2354,15,15,18,17,6.1546,6.3088,8.0599,8.6572,8.6919,103,106,106,105,99,108,91,101,81,448,470,476,483,483,496,483,502,483
"10017298","Male","Hispanic",-0.884,"center",NA,22.5371,NA,NA,NA,NA,NA,NA,NA,NA,42.2998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,403,NA,NA,NA,NA,NA,NA,NA,NA
"10017378","Male","White",-0.122,"center",NA,47.3849,58.1758,79.9555,90.1151,96.6807,106.8484,112.6804,120.9207,121.7292,70.9824,94.8309,127.7992,133.4663,127.0222,136.8946,129.6892,149.8164,155.2472,47.3453,53.2038,54.1608,63.0363,67.6797,70.0066,75.9178,83.0694,14,17,18,18,8.5984,7.1368,7.6133,7.504,7.3944,125,118,122,117,102,99,98,92,103,483,483,496,496,483,483,489,489,509
"10017383","Female","Asian",NA,NA,9,30.8651,39.5349,53.3481,64.1211,75.8556,85.6145,105.9929,115.5249,140.0482,47.2209,53.2205,57.2775,78.1037,74.891,89.8047,114.2418,116.0659,130.5742,22.5962,25.437,32.9344,28.9615,38.1773,47.8993,49.512,60.2233,14,17,16,18,5.9544,6.7875,8.6191,6.8675,7.6709,NA,79,94,95,96,100,85,99,99,403,403,448,462,470,483,470,496,502
"10017401","Male","White",-0.074,"none",17,23.2144,46.7891,NA,60.2579,NA,89.9431999999999,99.6318,114.9704,111.1463,47.9753,64.1462,NA,100.3479,NA,115.9315,110.2586,134.3018,120.998,33.3442,NA,51.7887,NA,53.431,59.6759,69.6291,77.105,15,12,NA,17,NA,7.5435,6.9271,7.8665,6.2989,80,102,NA,111,NA,93,107,102,98,403,462,NA,489,NA,476,502,502,502
"10017481","Female","Black",0.6214,"center",NA,52.1917,64.1773,NA,85.6471,NA,106.2275,NA,NA,NA,87.2468,100.3131,NA,123.6501,NA,145.6511,NA,NA,NA,41.1808,NA,56.8201,NA,69.6964,NA,NA,NA,15,17,NA,18,NA,7.3292,NA,NA,NA,99,112,NA,102,NA,111,NA,NA,NA,448,483,NA,483,NA,502,NA,NA,NA
"10017490","Female","Asian",1.181,"center",10,NA,74.4462,79.3848,85.6435,97.4845,NA,NA,NA,NA,NA,100.4026,116.2417,126.0444,127.6039,NA,NA,NA,NA,44.7352,52.6123,54.6522,50.2546,NA,NA,NA,NA,NA,18,18,18,6.7331,NA,NA,NA,NA,NA,109,121,100,92,NA,NA,NA,NA,NA,483,502,483,476,NA,NA,NA,NA
"10017558","Male","White",0.6029,"center",NA,43.079,59.1495,NA,76.1902,NA,109.9632,NA,NA,NA,56.0635,81.0911,NA,114.2066,NA,132.678,NA,NA,NA,39.4661,NA,55.0784,NA,71.17,NA,NA,NA,16,14,NA,16,NA,7.5991,NA,NA,NA,113,121,NA,83,NA,93,NA,NA,NA,448,476,NA,435,NA,470,NA,NA,NA
"10017577","Male","White",0.5305,"center",24,29.3666,39.6387,NA,63.5809,NA,78.826,91.8836999999999,106.4834,117.9186,57.163,63.0719,NA,84.1703,NA,112.323,133.3007,136.6565,145.6622,44.3953,NA,62.6133,NA,61.8469,76.0919,75.7352,88.2204,15,17,NA,16,NA,6.5537,6.7769,7.4042,7.4136,71,89,NA,78,NA,94,94,89,85,403,448,NA,448,NA,483,489,489,489
"10017595","Male","White",1.281,"center",15,49.9134,66.7877,NA,101.1371,NA,118.4601,121.2955,134.9754,137.073,70.4697,70.4849,NA,115.0198,NA,133.1101,135.1642,141.7876,155.9708,37.9887,NA,55.1723,NA,68.7046,84.0841,83.7523,86.3455,16,13,NA,18,NA,6.9741,7.9693,7.8874,8.14169999999999,74,101,NA,112,NA,100,95,105,106,403,470,NA,496,NA,489,489,509,516
"10017621","Male","White",1.965,"center",NA,50.774,57.7861,59.9467,81.52,77.7496,114.0152,121.8836,121.1111,126.6533,63.0449,80.0675,91.4476,114.3914,114.711,135.8453,134.1781,145.1425,131.1401,42.6579,51.7217,47.1591,51.8222,61.0121,64.7371,73.6808,81.9613,15,15,18,17,5.715,7.8835,7.3091,8.7617,8.2325,111,105,108,107,102,104,98,71,88,462,462,476,483,483,489,489,462,489
"10017839","Female","White",-1.15,"relative",NA,38.8946,NA,NA,NA,NA,NA,NA,NA,NA,57.0768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,462,NA,NA,NA,NA,NA,NA,NA,NA
"10017843","Female","Black",NA,NA,24,13.9625,32.9426,NA,NA,NA,NA,NA,NA,NA,39.0514,57.3903,NA,NA,NA,NA,NA,NA,NA,26.7335,NA,NA,NA,NA,NA,NA,NA,3,14,NA,NA,NA,NA,NA,NA,NA,77,70,NA,NA,NA,NA,NA,NA,NA,403,403,NA,NA,NA,NA,NA,NA,NA
"10017929","Male","White",-0.17,"center",17,35.0535,49.153,59.1004,83.5269,94.3235,112.6613,106.4513,130.5575,130.2159,53.5848,59.6511,64.1405,76.3406,80.0856,87.3162,116.6683,129.4946,144.3855,34.2344,38.4158,48.4207,41.1892,62.4897,66.5751,80.8203,84.5586,15,17,16,15,6.7086,7.21,7.6327,7.1455,8.0824,86,90,87,98,91,91,99,85,91,426,448,448,476,470,476,496,483,496
"10017947","Male","White",-0.008,"center",19,34.4072,48.1418,NA,84.1366,NA,101.4457,114.1585,117.1164,123.9176,56.0659,67.9021,NA,87.2468,NA,116.174,133.3761,126.8996,148.2596,38.8939,NA,41.5593,NA,62.5618,66.2744,70.2998,81.6567,17,18,NA,18,NA,6.8048,5.8931,7.215,7.1934,75,79,NA,71,NA,80,85,80,80,403,426,NA,435,NA,462,476,476,483
"10018037","Male","Hispanic",0.2518,"center",21,34.5862,46.3422,NA,NA,NA,NA,NA,NA,NA,54.516,69.0401,NA,NA,NA,NA,NA,NA,NA,38.9252,NA,NA,NA,NA,NA,NA,NA,16,14,NA,NA,NA,NA,NA,NA,NA,101,77,NA,NA,NA,NA,NA,NA,NA,462,426,NA,NA,NA,NA,NA,NA,NA
"10018150","Male","other",0.3793,"center",22,32.9379,52.5964,NA,66.5819,NA,78.4337,94.4845,116.6842,125.6312,56.2229,72.6622,NA,105.8528,NA,114.6717,127.3917,131.166,142.9655,37.4269,NA,48.9819,NA,53.6116,56.7637,67.5068,82.4815999999999,14,17,NA,16,NA,4.7947,5.3351,6.525,6.9077,100,105,NA,115,NA,112,96,111,119,448,470,NA,496,NA,502,489,516,534
